V,E,C,genus,B,largest
2079,3025,41,987,5652,2030
2074,2948,64,938,5755,1952
2059,2928,56,925,5709,1983
2011,2777,62,828,5767,1917
2073,2995,59,981,5702,1987
2001,2781,57,837,5711,1919
1958,2617,72,731,5807,1860
2027,2789,74,836,5827,1918
2040,2903,59,922,5668,1946
2091,2986,59,954,5783,2027
2076,2982,39,945,5722,2030
2018,2782,59,823,5751,1927
2045,2879,59,893,5738,1973
2085,2883,67,865,5930,1972
2039,2871,64,896,5733,1954
2097,3010,45,958,5788,2033
2071,2917,71,917,5832,1989
2108,3108,46,1046,5658,2043
2060,2918,55,913,5726,1976
2050,2849,56,855,5833,1943
2012,2794,64,846,5728,1911
1999,2730,71,802,5795,1904
2076,2958,61,943,5781,1990
2022,2829,59,866,5704,1940
1972,2664,69,761,5762,1858
2010,2786,62,838,5722,1914
2040,2853,68,881,5790,1950
2099,3029,48,978,5739,2036
2054,2882,63,891,5778,1946
1982,2700,57,775,5753,1894
2099,3015,52,968,5804,2021
2121,3097,46,1022,5749,2056
2055,2908,53,906,5775,1972
2057,2942,49,934,5696,1995
2086,2933,74,921,5834,1983
2083,2963,53,933,5781,2007
2027,2803,57,833,5794,1939
2068,2973,57,962,5665,1971
2061,2964,45,948,5657,1986
2140,3129,47,1036,5777,2080
2001,2753,75,827,5770,1875
2083,3002,52,971,5684,2018
2018,2794,65,841,5772,1927
2065,2919,62,916,5763,1975
2055,2957,50,952,5667,1993
2034,2850,60,876,5730,1954
2050,2872,63,885,5799,1973
2032,2841,64,873,5743,1948
2056,2797,57,798,5968,1986
2091,2963,51,923,5850,2006
2074,2971,53,950,5705,2011
2060,2879,75,894,5829,1955
2009,2764,47,802,5775,1942
1978,2682,65,769,5788,1882
2062,2900,67,905,5804,1967
2081,2986,49,954,5710,2020
2057,2925,69,937,5738,1955
2017,2851,43,877,5647,1951
2092,3018,58,984,5724,2016
2042,2848,49,855,5773,1969
2010,2839,48,877,5644,1946
1959,2637,77,755,5738,1835
2043,2850,63,870,5803,1954
2089,3009,45,965,5745,2035
2046,2938,63,955,5621,1970
2085,2989,42,946,5711,2031
2061,2929,53,921,5745,1985
2054,2901,74,921,5751,1931
2018,2814,58,854,5736,1934
2067,2973,53,959,5680,1993
2034,2854,69,889,5760,1925
2037,2880,57,900,5720,1920
2094,3033,49,988,5735,2033
1966,2656,70,760,5747,1866
2009,2764,65,820,5767,1883
2143,3171,34,1062,5715,2090
2040,2875,56,891,5724,1949
2016,2779,62,825,5805,1935
2033,2822,63,852,5804,1925
1989,2729,71,811,5723,1876
2054,2953,59,958,5682,1971
2092,3037,49,994,5704,2022
2060,2870,62,872,5842,1963
2053,2921,58,926,5720,1977
2049,2954,54,959,5638,1943
2028,2833,61,866,5757,1937
1992,2764,72,844,5703,1902
2042,2875,55,888,5755,1940
2064,2909,61,906,5781,1983
2071,2965,58,952,5743,1983
2098,3059,44,1005,5671,2047
2075,2919,59,903,5813,1986
2047,2863,71,887,5802,1958
2047,2858,56,867,5786,1939
2081,2992,47,958,5714,2027
2005,2725,64,784,5836,1920
2056,2871,63,878,5799,1982
2038,2852,64,878,5768,1955
2033,2854,63,884,5740,1957
1997,2746,65,814,5711,1886
2083,2976,53,946,5776,2013
2034,2859,56,881,5722,1961
2086,2981,49,944,5784,2015
2081,2965,52,936,5791,2018
2038,2848,63,873,5756,1969
2078,3001,63,986,5689,1996
2067,2980,54,967,5717,2000
2053,2879,53,879,5767,1963
2047,2918,58,929,5718,1962
2057,2911,59,913,5761,1979
2046,2873,56,883,5760,1968
2020,2838,58,876,5708,1947
2087,3019,43,975,5713,2042
2028,2816,45,833,5756,1961
1971,2657,74,760,5799,1858
1975,2623,59,707,5893,1890
1999,2758,67,826,5736,1909
2034,2825,66,857,5793,1931
2070,2955,53,938,5733,1988
2110,3067,48,1005,5718,2029
2027,2784,68,825,5826,1898
2036,2852,73,889,5763,1923
2044,2905,57,918,5664,1947
2081,3007,47,973,5686,2021
2005,2789,60,844,5736,1930
2034,2845,55,866,5730,1943
2053,2929,61,937,5716,1952
2015,2795,58,838,5749,1947
2029,2807,62,840,5788,1955
2053,2923,58,928,5712,1989
2045,2836,58,849,5817,1952
2125,3133,44,1052,5697,2025
2030,2875,47,892,5662,1969
2072,2920,67,915,5828,1983
2107,3088,31,1012,5649,2064
2125,3059,43,977,5806,2057
1997,2731,67,801,5784,1843
2083,2978,57,952,5760,2012
2053,2878,60,885,5784,1978
2015,2752,64,801,5815,1922
2095,3020,62,987,5746,2012
1988,2745,57,814,5701,1897
1986,2686,68,768,5815,1889
2067,2889,44,866,5841,1986
2102,3075,59,1032,5692,2008
2069,2942,46,919,5756,1978
2065,2873,59,867,5822,1978
2018,2810,65,857,5722,1918
1999,2668,67,736,5905,1885
2014,2754,81,821,5841,1908
2065,2973,45,953,5674,2016
2074,2951,57,934,5766,2000
2111,3034,61,984,5784,2044
2087,2954,72,939,5822,1977
2060,2911,63,914,5733,1979
2083,2987,42,946,5745,2010
2003,2765,59,821,5747,1911
2077,2954,58,935,5784,1996
2062,2962,45,945,5684,2000
2043,2826,54,837,5834,1967
2030,2814,59,843,5774,1948
2092,3010,54,972,5768,2020
2127,3051,41,965,5837,2084
2012,2795,50,833,5701,1923
2050,2891,46,887,5743,1977
2009,2741,74,806,5797,1899
2035,2827,59,851,5807,1945
1991,2775,51,835,5662,1912
2009,2845,65,901,5622,1910
1998,2723,85,810,5827,1873
2050,2949,48,947,5658,1975
2015,2775,52,812,5794,1941
2089,2981,55,947,5795,2000
2040,2867,49,876,5758,1982
2035,2847,54,866,5766,1959
2072,2950,65,943,5746,1968
2067,2921,54,908,5751,2003
2096,3074,39,1017,5653,2050
2040,2860,56,876,5734,1947
2078,2926,50,898,5830,2017
2032,2766,59,793,5871,1960
2014,2802,68,856,5739,1895
2068,2980,49,961,5682,1990
2067,2965,73,971,5709,1967
2047,2874,65,892,5774,1965
2015,2730,80,795,5874,1878
2041,2848,72,879,5771,1939
2086,2994,55,963,5753,2016
2025,2796,50,821,5789,1945
2040,2877,39,876,5712,1987
2100,2975,50,925,5863,2039
2076,2957,60,941,5756,1976
2051,2916,62,927,5719,1976
2023,2815,66,858,5743,1925
2083,2982,53,952,5758,2007
2047,2898,55,906,5732,1988
2053,2881,52,880,5780,1979
2105,3118,48,1061,5573,2036
1986,2723,79,816,5716,1879
2067,2890,51,874,5833,1986
2055,2933,55,933,5712,1987
2075,2976,56,957,5713,2004
2052,2920,62,930,5702,1981
2065,2896,64,895,5812,1981
2055,2903,59,907,5771,1957
2098,3012,34,948,5795,2059
2103,3031,50,978,5755,2033
2029,2868,54,893,5691,1955
2052,2883,58,889,5761,1975
2036,2811,67,842,5810,1936
2039,2871,50,882,5721,1956
2043,2853,68,878,5771,1951
2087,3001,53,967,5716,2013
1988,2697,63,772,5769,1895
2089,2985,50,946,5794,2011
2041,2824,64,847,5803,1940
2068,2934,50,916,5765,2006
2041,2832,57,848,5808,1964
2073,3007,43,977,5659,2022
2015,2784,65,834,5762,1925
2020,2803,70,853,5785,1927
2036,2889,51,904,5667,1976
2045,2855,61,871,5771,1973
2042,2813,54,825,5847,1977
2013,2806,44,837,5684,1949
2045,2864,64,883,5783,1965
2055,2874,41,860,5809,1998
2047,2897,42,892,5694,1963
2089,3029,48,988,5695,2030
2048,2928,55,935,5656,1962
2033,2862,48,877,5702,1955
2038,2845,66,873,5766,1948
2058,2887,52,881,5809,1973
2052,2916,52,916,5685,1984
2019,2851,67,899,5675,1913
2069,2914,48,893,5789,2006
2034,2805,59,830,5813,1944
2054,2878,70,894,5804,1964
2021,2810,75,864,5763,1908
2055,2915,68,928,5736,1967
2068,2928,49,909,5725,2004
2052,2906,64,918,5743,1953
2016,2835,58,877,5665,1940
2018,2784,66,832,5803,1927
2046,2929,48,931,5642,1980
2023,2827,56,860,5741,1945
2020,2785,68,833,5779,1931
2111,3113,51,1053,5686,2043
2061,2947,57,943,5691,1961
2003,2803,49,849,5658,1946
2021,2803,64,846,5789,1915
2054,2889,54,889,5761,1955
2079,2961,49,931,5778,2004
2020,2788,72,840,5762,1919
2134,3125,49,1040,5760,2062
2062,2917,58,913,5753,1972
2023,2806,66,849,5773,1937
2008,2810,58,860,5671,1925
2023,2793,46,816,5773,1966
2016,2749,70,803,5835,1916
1998,2695,66,763,5878,1920
2104,3031,61,988,5791,2022
2106,3050,46,990,5743,2043
2091,2978,55,942,5810,2024
2041,2854,43,856,5764,1987
2019,2811,64,856,5723,1932
2047,2889,53,895,5727,1975
2103,3006,37,940,5810,2051
2099,3024,57,982,5743,2019
1997,2742,65,810,5773,1899
2011,2813,51,853,5681,1938
2052,2874,41,863,5781,1993
2022,2783,48,809,5823,1959
2067,2912,60,905,5813,1993
2027,2837,65,875,5757,1940
2034,2791,56,813,5860,1950
2024,2858,68,902,5704,1930
2027,2776,76,825,5846,1919
2039,2872,56,889,5745,1968
2073,2971,52,950,5726,1954
2050,2855,65,870,5796,1967
2117,3109,43,1035,5689,2057
2048,2925,44,921,5691,1994
2104,2993,51,940,5840,2040
2073,2907,64,898,5817,1994
2040,2840,52,852,5799,1972
2140,3147,50,1057,5770,2070
2069,2913,72,916,5827,1960
2081,2957,53,929,5805,2012
2061,2926,63,928,5737,1983
2044,2870,60,886,5776,1951
2033,2831,44,842,5760,1964
2062,2923,49,910,5756,1991
2044,2817,50,823,5815,1980
1996,2723,60,787,5743,1879
2082,2939,50,907,5810,2017
2062,2911,49,898,5793,2001
2040,2862,51,873,5769,1950
2081,2966,56,941,5765,2001
2042,2894,48,900,5702,1988
2053,2899,56,902,5747,1974
2078,2941,50,913,5788,1997
2072,2969,52,949,5708,1996
2064,2915,61,912,5778,1964
2020,2779,77,836,5776,1902
2002,2794,65,857,5681,1889
2057,2899,46,888,5762,1996
2092,3016,54,978,5731,2025
2038,2838,44,844,5752,1962
1983,2685,74,776,5775,1878
2018,2777,54,813,5813,1942
2007,2781,55,829,5739,1913
2044,2857,59,872,5773,1972
2010,2750,65,805,5791,1895
2021,2847,52,878,5686,1952
2053,2875,67,889,5792,1948
2064,2925,54,915,5788,1999
2082,3012,44,974,5708,2033
2005,2742,86,823,5796,1905
2059,2932,61,934,5720,1980
2045,2879,54,888,5765,1965
2074,2944,61,931,5730,1990
2062,2929,66,933,5739,1978
2071,2911,52,892,5783,2004
2067,2952,46,931,5697,2005
2037,2828,71,862,5798,1922
2079,2972,53,946,5733,2007
2076,2973,49,946,5715,2011
2025,2821,66,862,5753,1923
1992,2710,59,777,5760,1900
2022,2831,55,864,5687,1953
2028,2858,61,891,5702,1928
1996,2663,86,753,5875,1882
2026,2860,64,898,5693,1917
2008,2767,55,814,5779,1906
2087,2987,56,956,5749,2012
2080,2970,37,927,5767,2034
2033,2816,47,830,5814,1974
2094,3035,52,993,5708,2023
2036,2822,54,840,5763,1963
2098,2958,51,911,5862,2029
2045,2855,52,862,5777,1974
2059,2967,50,958,5657,2000
2041,2873,51,883,5744,1970
2028,2853,50,875,5724,1970
2053,2907,57,911,5706,1967
2070,2878,58,866,5867,1992
2092,3042,47,997,5719,2028
2038,2877,61,900,5687,1959
2043,2888,57,902,5721,1973
2052,2915,58,921,5714,1978
2040,2917,70,947,5689,1938
2056,2892,69,905,5788,1959
2045,2953,51,959,5625,1975
2060,2946,49,935,5696,1997
2037,2887,65,915,5686,1954
2012,2781,55,824,5750,1946
2033,2865,44,876,5697,1967
2033,2797,62,826,5859,1935
1998,2750,82,834,5742,1885
2066,2896,45,875,5818,2003
2063,2866,60,863,5858,1988
2023,2763,56,796,5823,1937
2028,2747,70,789,5876,1932
2054,2924,52,922,5720,1980
2021,2839,60,878,5715,1935
2086,3013,57,984,5700,2006
2021,2772,64,815,5798,1902
2040,2838,56,854,5776,1977
2074,2926,62,914,5813,1988
2054,2906,51,903,5740,1991
2017,2820,50,853,5699,1953
2025,2809,55,839,5771,1941
2050,2871,58,879,5773,1960
2029,2838,51,860,5749,1949
2032,2823,65,856,5799,1948
2008,2746,63,801,5795,1908
2048,2903,55,910,5711,1939
2016,2756,78,818,5844,1884
2036,2842,63,869,5735,1959
2032,2838,55,861,5794,1963
1990,2728,42,780,5744,1927
2036,2849,62,875,5762,1944
2031,2769,78,816,5878,1878
2019,2783,63,827,5790,1938
2039,2835,55,851,5792,1971
2049,2868,58,877,5786,1941
2096,3024,51,979,5746,2024
2119,3122,51,1054,5681,2048
2079,2993,52,966,5706,2009
2038,2866,59,887,5719,1956
2057,2926,47,916,5745,1988
2029,2779,62,812,5829,1948
2037,2887,55,905,5681,1965
2067,2883,54,870,5884,2000
2029,2817,58,846,5753,1952
2055,2893,51,889,5758,1992
2023,2802,63,842,5768,1922
2039,2857,61,879,5744,1959
2115,3091,50,1026,5743,2051
2085,2989,51,955,5742,2012
2072,2927,59,914,5780,1992
2091,3057,58,1024,5654,1990
2025,2835,67,877,5706,1917
2047,2898,54,905,5744,1977
2123,3064,52,993,5812,2061
2014,2830,65,881,5651,1924
2089,2952,45,908,5794,2034
2100,3017,53,970,5730,2032
2061,2950,46,935,5725,1995
2093,3029,40,976,5697,2048
2035,2899,69,933,5663,1936
2014,2794,77,857,5747,1864
2073,2941,45,913,5777,2017
2010,2738,75,803,5844,1905
2102,3052,42,992,5720,2033
2013,2783,72,842,5762,1895
2051,2898,49,896,5739,1991
2052,2953,54,955,5620,1976
2098,2953,63,918,5885,2023
2129,3152,53,1076,5695,2061
2028,2780,57,809,5834,1955
2058,2931,53,926,5719,1982
2048,2873,58,883,5772,1957
2016,2784,49,817,5741,1945
2057,2983,48,974,5636,1989
2067,2916,45,894,5798,2016
2082,2964,39,921,5801,2035
2048,2878,66,896,5799,1917
2018,2779,52,813,5764,1958
1982,2659,75,752,5816,1869
2034,2857,56,879,5704,1965
2066,2894,71,899,5850,1982
2038,2879,57,898,5696,1973
2120,3121,47,1048,5718,2055
2055,2888,55,888,5773,1977
2086,2971,57,942,5815,2014
2024,2819,61,856,5722,1956
2018,2777,57,816,5804,1929
2036,2852,57,873,5762,1959
2096,3017,57,978,5761,2017
2055,2873,64,882,5804,1980
2021,2758,73,810,5870,1925
2034,2878,74,918,5697,1942
2057,2979,60,982,5607,1960
2009,2775,53,819,5751,1944
2030,2824,61,855,5767,1921
2045,2876,64,895,5749,1954
2077,2966,55,944,5753,2008
2100,3024,44,968,5765,2037
1985,2728,59,802,5719,1904
2009,2722,70,783,5828,1900
2050,2926,66,942,5694,1961
2067,2949,60,942,5763,1979
2076,2966,45,935,5742,2007
2056,2896,54,894,5740,1985
2024,2838,66,880,5722,1927
2075,2888,60,873,5871,1998
2087,2948,48,909,5800,2027
2073,2886,55,868,5879,1996
2046,2861,45,860,5784,1987
2024,2819,55,850,5739,1941
2049,2828,65,844,5861,1975
2003,2800,50,847,5680,1918
2052,2924,65,937,5717,1958
2033,2839,66,872,5762,1930
2020,2793,70,843,5791,1928
1998,2710,59,771,5824,1917
2048,2842,63,857,5806,1964
2062,2949,56,943,5703,1995
2047,2873,57,883,5786,1980
2019,2822,55,858,5680,1940
2102,3030,41,969,5766,2051
2076,2965,53,942,5777,2019
2011,2735,79,803,5873,1862
2075,2940,54,919,5793,1995
1998,2752,58,812,5745,1920
2092,3016,54,978,5734,2030
2052,2877,57,882,5781,1972
2046,2879,53,886,5752,1982
2015,2743,47,775,5848,1962
2038,2868,57,887,5733,1968
2057,2872,65,880,5837,1942
2046,2880,57,891,5719,1957
2116,3103,42,1029,5752,2050
2009,2777,57,825,5767,1927
2010,2782,78,850,5757,1878
2025,2822,67,864,5771,1922
1973,2693,63,783,5731,1861
2111,3103,48,1040,5691,2031
2011,2734,62,785,5833,1917
2016,2801,59,844,5752,1940
2048,2852,72,876,5843,1936
1996,2697,68,769,5838,1885
2078,2965,45,932,5763,2014
2000,2684,66,750,5847,1904
2041,2900,41,900,5651,1988
2079,3005,52,978,5672,2007
2058,2887,72,901,5807,1963
2053,2871,49,867,5786,1993
2096,3012,51,967,5760,2022
1994,2718,67,791,5773,1892
1985,2691,51,757,5764,1911
2040,2868,51,879,5730,1966
2048,2880,58,890,5772,1966
2099,3034,50,985,5743,2043
2040,2865,55,880,5758,1968
2038,2862,65,889,5742,1938
2043,2851,56,864,5771,1965
2029,2792,57,820,5827,1950
2028,2830,58,860,5783,1947
2016,2797,59,840,5732,1938
2106,3006,52,952,5859,2043
2030,2808,62,840,5801,1937
2044,2840,60,856,5826,1960
2067,2961,53,947,5731,1997
2065,3003,63,1001,5640,1970
2070,2899,59,888,5839,2008
2097,2950,49,902,5870,2019
2110,3087,48,1025,5703,2031
2058,2934,59,935,5711,1962
2025,2833,50,858,5724,1915
1991,2717,49,775,5792,1933
2080,3020,50,990,5687,2007
2035,2781,65,811,5888,1941
2013,2810,72,869,5713,1903
2053,2888,58,893,5770,1958
2078,2933,56,911,5801,2012
2086,3027,50,991,5681,2012
2064,2905,48,889,5801,1993
2084,3000,51,967,5708,2010
2067,2881,61,875,5851,1982
2075,2974,38,937,5719,2026
2082,3018,48,984,5692,2026
2035,2892,58,915,5664,1953
2082,3006,58,982,5724,2002
2050,2902,60,912,5709,1961
2020,2831,54,865,5667,1926
2039,2849,56,866,5786,1966
2030,2829,75,874,5727,1911
2000,2710,61,771,5838,1915
2018,2758,74,814,5850,1912
2009,2758,53,802,5789,1926
2021,2841,58,878,5677,1941
2053,2895,62,904,5752,1957
2061,2947,50,936,5716,1965
2070,2940,54,924,5756,2000
1987,2678,75,766,5816,1885
2045,2859,53,867,5757,1974
2077,2896,67,886,5898,1987
1997,2702,71,776,5818,1885
2070,2978,62,970,5687,1991
2081,2951,50,920,5819,2018
2071,2934,53,916,5761,1991
2041,2896,55,910,5668,1961
2065,2919,57,911,5773,1987
1992,2754,55,817,5715,1910
2051,2866,45,860,5813,1965
2043,2865,76,898,5764,1931
1999,2770,65,836,5710,1916
2057,2916,55,914,5737,1989
2055,2857,69,871,5884,1955
2140,3150,58,1068,5765,2055
2077,2916,58,897,5842,1979
2031,2800,54,823,5784,1962
2076,2929,57,910,5800,2000
2054,2919,51,916,5741,1981
2028,2810,65,847,5815,1929
2097,3038,56,997,5752,1997
2003,2715,77,789,5815,1888
2058,2907,77,926,5755,1921
2079,2977,64,962,5789,1999
2072,2968,64,960,5717,1969
2048,2844,63,859,5815,1953
2017,2797,69,849,5750,1897
2004,2754,72,822,5767,1900
2040,2825,63,848,5808,1945
2037,2858,64,885,5739,1947
2090,3020,56,986,5709,2008
2101,3019,62,980,5788,1990
2064,2899,54,889,5809,1986
2057,2912,60,915,5763,1980
2036,2814,61,839,5790,1944
1996,2713,66,783,5835,1889
2073,2927,50,904,5787,2004
2080,2965,51,936,5739,2011
2054,2855,62,863,5831,1945
2024,2817,69,862,5770,1905
2033,2858,52,877,5707,1937
2073,2953,42,922,5727,2018
2025,2798,60,833,5782,1943
1999,2738,64,803,5736,1915
2023,2774,69,820,5832,1917
2018,2793,75,850,5783,1924
2079,2922,50,893,5858,2018
2012,2803,61,852,5688,1931
2118,3066,54,1002,5769,2055
2009,2772,63,826,5760,1902
2045,2863,56,874,5768,1961
2037,2859,51,873,5725,1955
2013,2746,55,788,5832,1924
2068,2937,66,935,5762,1978
2025,2786,73,834,5839,1932
2050,2853,59,862,5815,1961
2056,2901,41,886,5755,1998
2062,2939,59,936,5735,1967
2025,2835,49,859,5716,1944
2108,3080,49,1021,5699,2051
2064,2914,50,900,5759,2009
2015,2793,55,833,5744,1952
2078,2984,49,955,5739,2011
2075,2972,46,943,5714,2012
2044,2915,65,936,5703,1937
2040,2855,54,869,5799,1966
2100,3041,43,984,5740,2037
2001,2786,60,845,5692,1929
2044,2909,55,920,5681,1951
2060,2955,47,942,5683,1999
2057,2957,39,939,5667,2012
2029,2837,60,868,5784,1937
2056,2924,56,924,5741,1981
2036,2844,41,849,5773,1986
2070,2873,60,863,5867,1989
2118,3088,55,1025,5741,2047
2023,2810,61,848,5752,1931
2023,2829,50,856,5721,1922
2047,2853,61,867,5798,1957
2038,2887,54,903,5717,1964
2073,2944,49,920,5751,2006
2038,2856,59,877,5772,1943
2023,2800,67,844,5775,1925
2054,2913,56,915,5748,1986
2068,2930,68,930,5765,1966
2047,2886,56,895,5735,1968
2024,2809,46,831,5773,1950
2048,2871,60,883,5794,1980
1986,2678,66,758,5807,1875
2037,2885,50,898,5674,1954
2109,3041,51,983,5758,2031
2065,2952,54,941,5727,1994
2037,2859,59,881,5734,1949
2037,2800,60,823,5856,1939
1978,2709,71,802,5694,1862
2013,2838,66,891,5658,1918
2067,2970,54,957,5711,1991
2026,2859,48,881,5675,1954
2080,2957,52,929,5764,2002
2040,2797,71,828,5856,1906
2040,2888,51,899,5723,1978
2086,3007,45,966,5723,2031
2040,2847,52,859,5796,1964
2063,2942,59,938,5754,1968
2025,2805,54,834,5781,1954
2033,2829,57,853,5778,1939
2012,2814,57,859,5698,1918
2081,2971,62,952,5772,1986
2046,2855,69,878,5788,1902
2064,2936,50,922,5745,1995
2072,2905,43,876,5841,2015
2049,2922,45,918,5657,1979
2061,2945,56,940,5694,1991
2054,2885,66,897,5773,1956
2056,2889,70,903,5820,1963
2085,3024,46,985,5693,1991
2075,2926,50,901,5806,1974
2009,2773,48,812,5736,1945
2060,2916,47,903,5739,1996
2040,2852,59,871,5795,1966
2034,2845,61,872,5725,1952
2032,2836,60,864,5769,1951
2054,2933,53,932,5676,1952
1990,2696,84,790,5787,1859
2025,2790,62,827,5808,1938
2101,3029,56,984,5761,2022
2065,2905,53,893,5802,1981
2063,2947,53,937,5723,1995
2028,2834,62,868,5735,1947
2035,2798,69,832,5820,1945
2052,2906,55,909,5748,1960
2054,2934,55,935,5724,1968
2106,3077,47,1018,5727,2048
2022,2834,56,868,5717,1954
2015,2829,39,853,5658,1965
2120,3077,52,1009,5798,2032
2033,2872,62,901,5723,1957
2056,2916,59,919,5731,1988
2059,2907,69,917,5753,1965
2009,2797,58,846,5678,1927
2019,2799,72,852,5746,1909
2092,2990,42,940,5799,2027
2074,2966,55,947,5776,1992
2065,2898,61,894,5826,1973
2089,3035,51,997,5687,2033
2065,2936,68,939,5742,1981
2031,2824,72,865,5805,1936
2039,2858,65,884,5747,1953
2067,2913,66,912,5811,1966
2045,2877,55,887,5750,1970
2019,2807,53,841,5711,1949
2001,2771,55,825,5738,1920
2058,2896,62,900,5794,1966
2098,2978,48,928,5809,2022
2013,2782,55,824,5778,1913
2050,2881,57,888,5756,1971
2038,2856,63,881,5760,1953
2107,3069,43,1005,5714,2052
2060,2940,53,933,5725,1992
2072,2925,73,926,5787,1977
2046,2887,45,886,5722,1965
2057,2902,53,898,5754,1971
2054,2941,52,939,5694,1987
2016,2736,69,789,5852,1909
2073,2923,64,914,5816,1961
1997,2728,64,795,5756,1908
2099,3023,44,968,5749,2039
2023,2810,66,853,5773,1935
2088,2961,38,911,5792,2001
2057,2890,54,887,5764,1982
2078,2992,53,967,5703,1989
2093,3052,57,1016,5644,2006
2098,3007,45,954,5767,2044
2013,2822,68,877,5724,1887
2038,2833,53,848,5816,1966
2047,2851,68,872,5800,1940
2088,3011,50,973,5731,2019
2069,2920,45,896,5812,2014
1998,2772,65,839,5691,1894
2046,2904,54,912,5687,1962
2055,2893,61,899,5740,1977
2044,2874,53,883,5763,1966
2064,2969,39,944,5688,2020
2082,2956,56,930,5782,2001
2039,2828,84,873,5797,1925
2030,2856,54,880,5691,1964
2080,2975,44,939,5767,2020
1989,2678,62,751,5815,1900
1982,2647,68,733,5839,1897
2055,2916,46,907,5725,1989
2044,2860,62,878,5768,1919
2040,2833,63,856,5777,1950
2053,2885,56,888,5781,1981
2041,2866,45,870,5755,1986
2035,2810,64,839,5821,1948
2065,2930,55,920,5761,1995
2065,2899,56,890,5830,2002
2133,3118,49,1034,5772,2056
2045,2894,49,898,5697,1982
2117,3069,48,1000,5755,2058
2103,3052,44,993,5696,2038
2015,2816,66,867,5708,1906
2001,2660,65,724,5931,1887
1982,2743,71,832,5684,1876
2015,2761,47,793,5808,1954
2047,2876,60,889,5792,1951
1986,2712,71,797,5736,1897
2035,2843,56,864,5755,1966
2016,2851,58,893,5650,1940
2066,2953,52,939,5736,1988
2039,2924,59,944,5653,1957
2063,2895,65,897,5771,1959
2010,2766,73,829,5759,1913
1997,2754,61,818,5715,1906
2085,3009,51,975,5699,2006
2078,2966,57,945,5756,1987
2124,3134,53,1063,5689,2059
2040,2851,62,873,5801,1948
2040,2830,74,864,5827,1929
2061,2882,56,877,5809,1988
2032,2779,50,797,5849,1948
2010,2785,62,837,5712,1934
2087,3015,44,972,5733,2002
1982,2708,61,787,5722,1893
2075,2940,54,919,5780,2008
2043,2853,66,876,5770,1939
2008,2725,58,775,5808,1917
2050,2873,63,886,5786,1966
2040,2850,51,861,5762,1956
2102,3018,49,965,5777,2039
2020,2788,62,830,5791,1906
2081,3013,52,984,5723,2012
1991,2722,56,787,5748,1909
2035,2809,57,831,5811,1969
1990,2772,63,845,5675,1913
2083,2943,64,924,5829,1985
2050,2917,57,924,5707,1972
2100,3009,55,964,5793,2021
2018,2787,58,827,5785,1934
2052,2883,50,881,5777,1990
2007,2727,64,784,5823,1912
2033,2814,55,836,5828,1944
2059,2914,51,906,5751,1987
2066,2935,57,926,5763,1995
2019,2805,50,836,5739,1953
