V,E,B,lb
2029,2784,5847,756
2045,2911,5680,867
2089,3002,5728,914
2074,2985,5701,912
2037,2845,5769,809
2050,2864,5795,815
2073,2917,5822,845
2031,2824,5794,794
2070,2891,5820,822
2038,2820,5792,783
2102,2999,5820,898
2049,2923,5698,875
2063,2952,5734,890
1958,2602,5804,645
2064,2968,5636,905
2047,2903,5711,857
2061,2944,5693,884
2101,2970,5846,870
2075,2949,5808,875
2023,2831,5697,809
2064,2892,5812,829
1973,2610,5862,638
2078,2944,5796,867
2043,2841,5802,799
2024,2802,5795,779
2042,2880,5702,839
2068,2915,5783,848
2032,2819,5820,788
2039,2882,5763,844
2022,2762,5851,741
2025,2791,5807,767
2086,2988,5742,903
2014,2801,5740,788
2054,2909,5763,856
2013,2763,5770,751
2018,2793,5760,776
2052,2927,5705,876
2062,2894,5820,833
2053,2919,5671,867
2090,2976,5771,887
2063,2915,5780,853
2050,2857,5836,808
2009,2784,5741,776
2073,2931,5801,859
2069,2965,5705,897
2029,2820,5793,792
2029,2812,5783,784
2050,2904,5731,855
2030,2801,5808,772
2043,2840,5813,798
2061,2910,5776,850
1997,2724,5792,728
2026,2849,5705,824
2094,3028,5732,935
2042,2841,5810,800
2059,2896,5771,838
2057,2829,5890,773
2066,2908,5809,843
2104,3023,5750,920
2076,3002,5670,927
2027,2859,5694,833
2036,2881,5727,846
2024,2881,5623,858
1995,2743,5752,749
2082,2971,5749,890
2052,2883,5773,832
2064,2937,5774,874
2024,2830,5713,807
2065,2992,5674,928
2032,2813,5805,782
2050,2851,5859,802
2031,2834,5738,804
2027,2806,5790,780
2047,2920,5678,874
2040,2837,5779,798
2060,2892,5813,833
2108,3021,5769,914
2057,2861,5810,805
2038,2846,5782,809
2013,2768,5789,756
2068,2913,5779,846
2082,2945,5811,864
2098,3009,5743,912
2073,2945,5787,873
2025,2847,5728,823
2066,2939,5727,874
2066,2910,5781,845
2073,2991,5711,919
2056,2926,5747,871
2034,2897,5660,864
2064,2894,5799,831
2071,2968,5733,898
2098,3062,5698,965
2083,2989,5743,907
2058,2876,5807,819
2019,2769,5814,751
2021,2802,5752,782
2037,2839,5776,803
2022,2810,5774,789
2017,2802,5727,786
1962,2667,5711,706
2023,2815,5745,793
2079,3002,5692,924
2090,2985,5791,896
2019,2796,5782,778
2063,2875,5847,813
2079,2976,5723,898
2005,2743,5779,739
2003,2755,5784,753
2080,2948,5817,869
2050,2925,5710,876
2105,3024,5776,920
2054,2901,5769,848
2030,2835,5757,806
2010,2754,5797,745
2084,2917,5871,834
2024,2843,5718,820
2103,3062,5712,960
2065,2916,5776,852
2069,2954,5754,886
2064,2916,5761,853
2053,2883,5777,831
2048,2888,5725,841
2012,2741,5809,730
2029,2811,5796,783
2053,2929,5708,877
2083,2992,5740,910
2018,2831,5694,814
1988,2713,5728,726
2018,2788,5790,771
2101,3011,5809,911
2102,3037,5755,936
2025,2808,5789,784
2069,2904,5812,836
2059,2876,5780,818
2022,2877,5637,856
2080,2969,5788,890
2062,2899,5804,838
2015,2789,5759,775
2016,2813,5731,798
2014,2779,5756,766
2068,2970,5709,903
2038,2853,5745,816
2016,2781,5749,766
2039,2858,5793,820
2087,2966,5834,880
1959,2623,5779,665
2055,2824,5874,770
2082,2948,5795,867
2066,2926,5766,861
2066,2908,5784,843
1998,2762,5743,765
1986,2736,5715,751
2048,2873,5778,826
2057,2899,5792,843
2077,2977,5744,901
2051,2876,5790,826
2143,3162,5692,1020
2016,2758,5817,743
2027,2841,5727,815
2048,2918,5684,871
2039,2877,5725,839
2037,2861,5755,825
2054,2860,5842,807
2066,2949,5745,884
2064,2950,5708,887
1999,2753,5740,755
2045,2881,5762,837
2047,2892,5731,846
2020,2751,5860,732
2037,2823,5827,787
2044,2856,5820,813
2103,3042,5725,940
2026,2825,5749,800
2082,2958,5766,877
2067,2946,5752,880
2069,2994,5649,926
2064,2946,5710,883
2010,2785,5752,776
2043,2847,5796,805
2068,2931,5759,864
2048,2860,5754,813
2018,2801,5778,784
2035,2864,5722,830
2055,2900,5763,846
2042,2869,5734,828
2071,2932,5777,862
1999,2745,5741,747
2095,3026,5725,932
2002,2730,5832,729
2074,2954,5756,881
2071,2948,5752,878
2027,2815,5761,789
2075,2994,5704,920
2032,2838,5777,807
2070,2927,5783,858
2012,2780,5730,769
2048,2941,5662,894
2037,2843,5763,807
2041,2865,5752,825
2034,2821,5811,788
2030,2804,5835,775
2011,2807,5700,797
1999,2792,5675,794
2089,2997,5724,909
2059,2912,5733,854
2008,2779,5734,772
2091,3070,5644,980
2009,2713,5894,705
2101,3001,5786,901
1988,2685,5790,698
2027,2784,5866,758
2032,2826,5770,795
2035,2876,5705,842
2035,2820,5844,786
2052,2855,5873,804
2052,2867,5797,816
2041,2818,5811,778
2044,2841,5832,798
2016,2798,5732,783
2069,2983,5684,915
2027,2837,5730,811
2021,2826,5699,806
2049,2854,5821,806
2078,2978,5734,901
2071,2965,5693,895
2026,2868,5689,843
2033,2756,5932,724
2003,2761,5763,759
2041,2868,5759,828
1998,2744,5770,747
2064,2895,5808,832
2126,3077,5804,952
2106,3021,5801,916
1957,2673,5699,717
2029,2782,5863,754
2052,2893,5734,842
2071,2914,5795,844
2044,2871,5755,828
2095,3016,5776,922
2064,2904,5767,841
2019,2814,5723,796
2002,2774,5723,773
2050,2853,5799,804
2073,2957,5766,885
2065,2974,5663,910
2092,3008,5738,917
2058,2871,5846,814
2066,2890,5845,825
2058,2961,5666,904
2055,2900,5748,846
2064,2911,5803,848
2043,2896,5715,854
2047,2877,5731,831
2048,2902,5732,855
2053,2850,5865,798
1995,2758,5750,764
2047,2890,5721,844
2043,2859,5757,817
2103,2989,5847,887
2078,2940,5773,863
2028,2883,5648,856
2108,3035,5787,928
2031,2841,5724,811
2122,3135,5698,1014
2084,2942,5848,859
2085,2965,5816,881
2051,2885,5739,835
2066,2900,5817,835
2044,2898,5719,855
2005,2732,5810,728
2057,2853,5881,797
2098,2996,5815,899
2066,2883,5859,818
2027,2851,5710,825
2058,2856,5858,799
2018,2780,5784,763
2095,3037,5728,943
2055,2918,5752,864
1993,2699,5801,707
2097,3038,5704,942
2088,3004,5730,917
2026,2868,5662,843
2067,2953,5719,887
2093,2962,5855,870
2116,3049,5844,934
2007,2781,5725,775
2048,2873,5775,826
2062,2915,5788,854
2036,2842,5759,807
2050,2943,5653,894
2102,3005,5824,904
2019,2807,5746,789
2027,2824,5772,798
2067,2974,5666,908
2055,2874,5821,820
2038,2896,5654,859
2027,2829,5754,803
2005,2766,5767,762
2066,2920,5769,855
1999,2733,5768,735
2062,2916,5762,855
2042,2861,5791,820
2008,2824,5649,817
2038,2834,5809,797
1982,2707,5708,726
2051,2844,5866,794
2121,3110,5717,990
2071,2924,5820,854
2047,2914,5683,868
2037,2824,5805,788
2018,2826,5703,809
2025,2846,5679,822
2003,2722,5808,720
1985,2718,5766,734
1994,2735,5723,742
2058,2933,5729,876
2052,2888,5764,837
2115,3086,5700,972
2013,2752,5819,740
2027,2812,5763,786
2075,2975,5741,901
2073,2938,5787,866
2063,2926,5724,864
2035,2862,5690,828
2032,2840,5735,809
2022,2769,5828,748
2084,2947,5841,864
2052,2871,5801,820
2032,2827,5763,796
2036,2867,5743,832
2004,2778,5730,775
2020,2786,5818,767
2125,3079,5782,955
2059,2881,5802,823
2040,2828,5815,789
2046,2850,5813,805
2076,2951,5750,876
2077,2934,5818,858
2024,2764,5839,741
2002,2768,5745,767
2032,2836,5756,805
2085,3007,5719,923
1978,2643,5817,666
2024,2772,5849,749
2050,2919,5678,870
2039,2872,5721,834
2075,2926,5817,852
2079,2959,5787,881
2087,2994,5750,908
2101,3050,5719,950
2076,2919,5835,844
2043,2885,5705,843
2075,2935,5794,861
2034,2868,5709,835
2074,2922,5803,849
2051,2853,5819,803
2073,2940,5785,868
2087,3017,5725,931
1998,2734,5765,737
2050,2857,5790,808
2004,2713,5845,710
2018,2776,5789,759
2073,2969,5743,897
2035,2869,5735,835
1978,2717,5668,740
2048,2869,5779,822
2023,2862,5685,840
2005,2779,5745,775
2065,2931,5765,867
2109,3075,5705,967
2088,2993,5765,906
2051,2866,5786,816
2059,2941,5713,883
2090,2987,5796,898
2001,2722,5800,722
2065,2940,5754,876
2056,2879,5794,824
2017,2776,5765,760
2118,3059,5752,942
2061,2955,5695,895
2048,2880,5791,833
2063,2885,5855,823
2064,2922,5741,859
2078,2925,5835,848
2089,2962,5808,874
2080,3000,5740,921
2013,2757,5831,745
2005,2743,5782,739
2065,2970,5674,906
2075,2938,5804,864
2087,3025,5711,939
1997,2719,5788,723
2030,2803,5821,774
2024,2811,5765,788
2077,2965,5759,889
2095,2983,5807,889
2092,2998,5768,907
2047,2861,5760,815
1994,2712,5806,719
2074,2968,5724,895
2016,2784,5769,769
2070,2921,5791,852
2052,2907,5732,856
2045,2812,5858,768
2061,2904,5799,844
1992,2638,5895,647
2085,2952,5846,868
2081,3000,5725,920
2043,2842,5822,800
1992,2710,5816,719
2040,2791,5903,752
2031,2808,5823,778
2085,3023,5695,939
2024,2783,5829,760
2076,2971,5709,896
2062,2899,5778,838
2097,3012,5756,916
2058,2906,5751,849
2039,2833,5814,795
2051,2891,5733,841
2037,2882,5712,846
2056,2909,5733,854
2060,2917,5778,858
2020,2792,5751,773
2053,2919,5730,867
2074,2958,5753,885
2035,2849,5769,815
2018,2811,5726,794
2089,2954,5846,866
2087,2978,5750,892
2057,2864,5835,808
2019,2810,5756,792
2089,2981,5776,893
2064,2962,5689,899
2013,2794,5758,782
2020,2754,5843,735
1998,2759,5736,762
2002,2731,5799,730
2033,2859,5768,827
2041,2826,5818,786
2018,2822,5718,805
1980,2679,5754,700
2019,2848,5679,830
2087,2992,5784,906
2062,2885,5832,824
2051,2926,5711,876
2045,2878,5771,834
2004,2751,5765,748
2098,3076,5680,979
2061,2899,5769,839
2084,2961,5787,878
2063,2905,5777,843
2045,2861,5792,817
2068,2971,5713,904
2009,2782,5735,774
2063,2900,5849,838
2017,2854,5666,838
2043,2894,5733,852
2051,2864,5814,814
2047,2870,5758,824
2030,2874,5674,845
2017,2805,5732,789
2016,2757,5825,742
2061,2900,5781,840
2043,2835,5803,793
2034,2917,5631,884
2034,2835,5791,802
1991,2723,5727,733
2039,2883,5694,845
2008,2733,5812,726
2050,2841,5844,792
2028,2792,5807,765
2025,2797,5810,773
2074,2969,5732,896
2062,2922,5759,861
2125,3059,5846,935
2054,2886,5743,833
2032,2835,5770,804
2106,3050,5752,945
1996,2744,5747,749
2062,2902,5761,841
2060,2887,5799,828
2093,2993,5768,901
2092,3064,5646,973
2063,2970,5651,908
2100,3010,5802,911
2013,2750,5818,738
2088,2999,5729,912
2116,3093,5737,978
2027,2855,5674,829
2064,2949,5698,886
2052,2920,5702,869
2086,2985,5781,900
2054,2902,5747,849
2035,2853,5721,819
2029,2859,5716,831
2036,2892,5667,857
2063,2928,5738,866
2008,2763,5748,756
2006,2724,5847,719
2111,3028,5776,918
2017,2819,5689,803
2020,2821,5723,802
2037,2854,5748,818
2059,2884,5805,826
2058,2845,5840,788
2046,2876,5744,831
2085,2977,5768,893
2056,2821,5905,766
2068,2920,5788,853
2041,2823,5789,783
1996,2766,5702,771
2066,2937,5751,872
2120,3072,5776,953
2030,2789,5850,760
2059,2893,5810,835
2053,2877,5791,825
2072,2945,5781,874
2010,2769,5762,760
2045,2840,5792,796
2008,2729,5800,722
2050,2858,5804,809
1996,2747,5731,752
2061,2901,5778,841
2025,2849,5713,825
2066,2921,5766,856
2022,2765,5840,744
2072,2911,5807,840
2015,2734,5844,720
2018,2802,5736,785
2070,2921,5815,852
2099,3030,5726,932
2056,2872,5824,817
2072,2911,5851,840
2084,2976,5761,893
2076,2992,5710,917
2057,2920,5740,864
2045,2830,5821,786
2030,2896,5641,867
2029,2809,5798,781
2021,2808,5769,788
2028,2851,5729,824
2080,2959,5785,880
2079,2924,5814,846
2067,2960,5678,894
2083,2956,5790,874
2087,2995,5739,909
2017,2840,5685,824
2027,2795,5783,769
2026,2837,5711,812
2095,2975,5826,881
2042,2860,5779,819
2038,2863,5727,826
2039,2847,5749,809
2069,2888,5880,820
2047,2906,5707,860
2039,2816,5837,778
1995,2706,5808,712
2087,2996,5734,910
2044,2883,5713,840
2063,2891,5821,829
2039,2851,5767,813
2066,2875,5861,810
2077,2936,5825,860
2039,2841,5807,803
2074,2910,5845,837
2058,2922,5738,865
2062,2901,5805,840
2077,2915,5852,839
2020,2783,5784,764
2044,2840,5806,797
2067,2955,5718,889
2088,3001,5755,914
2050,2865,5810,816
2049,2869,5777,821
2042,2828,5809,787
2057,2900,5728,844
2081,2964,5770,884
1994,2695,5809,702
2079,3011,5676,933
2061,2911,5765,851
2023,2818,5723,796
2016,2759,5810,744
2019,2774,5802,756
2041,2901,5671,861
2044,2856,5785,813
2030,2841,5713,812
2053,2926,5717,874
2010,2821,5667,812
2080,2987,5721,908
2041,2909,5698,869
2022,2783,5802,762
2053,2908,5744,856
2057,2924,5725,868
2079,2971,5756,893
2049,2847,5793,799
2085,3015,5737,931
2043,2823,5849,781
2098,3010,5812,913
2035,2845,5785,811
2089,3002,5743,914
2040,2867,5725,828
2022,2806,5752,785
2054,2905,5770,852
2040,2870,5713,831
1984,2679,5784,696
2028,2781,5835,754
2100,3063,5686,964
2022,2848,5703,827
1975,2704,5690,730
2046,2862,5793,817
2015,2781,5737,767
2056,2931,5680,876
2018,2807,5730,790
2008,2782,5727,775
2016,2774,5795,759
2021,2737,5905,717
2058,2893,5784,836
2002,2717,5813,716
2039,2864,5735,826
2018,2761,5849,744
2102,3059,5712,958
2092,3026,5696,935
2038,2896,5697,859
2058,2939,5735,882
2071,2939,5769,869
2036,2777,5891,742
2058,2933,5702,876
2012,2810,5711,799
2016,2796,5740,781
2004,2787,5685,784
2035,2840,5791,806
1969,2628,5835,660
2036,2835,5796,800
2042,2883,5734,842
1994,2711,5791,718
2020,2804,5744,785
2036,2833,5765,798
2080,2947,5822,868
2117,3082,5766,966
2076,2981,5689,906
2056,2876,5846,821
2048,2882,5765,835
2016,2815,5724,800
2011,2781,5768,771
2080,2965,5733,886
1971,2713,5693,743
2029,2840,5727,812
2065,2993,5649,929
2024,2829,5737,806
2031,2883,5684,853
2058,2887,5760,830
2036,2826,5782,791
2115,3071,5769,957
2078,2961,5791,884
2091,3046,5670,956
2032,2851,5723,820
2065,2916,5804,852
2066,2921,5764,856
2071,2935,5791,865
2038,2852,5741,815
2041,2858,5769,818
2037,2868,5710,832
2017,2791,5765,775
2039,2857,5740,819
2005,2746,5806,742
1980,2698,5736,719
2117,3058,5797,942
2041,2877,5752,837
1978,2686,5735,709
2019,2811,5788,793
2090,2980,5780,891
2130,3145,5702,1016
2029,2773,5855,745
2026,2834,5732,809
2018,2830,5687,813
2067,2924,5763,858
2046,2900,5689,855
2039,2838,5796,800
2006,2744,5803,739
2092,2980,5833,889
2064,2955,5682,892
2039,2871,5722,833
2032,2783,5855,752
2042,2888,5719,847
2032,2868,5706,837
2071,2934,5774,864
2115,3069,5753,955
2026,2832,5740,807
2061,2865,5855,805
2061,2852,5870,792
2059,2898,5799,840
2026,2826,5776,801
2036,2833,5811,798
2041,2891,5696,851
2097,3005,5767,909
2064,2872,5841,809
2005,2736,5815,732
2071,2907,5830,837
2006,2768,5771,763
2082,2964,5728,883
2052,2905,5746,854
2011,2831,5653,821
2066,2909,5771,844
2106,3043,5764,938
2080,3014,5705,935
2086,2963,5819,878
2060,2910,5796,851
2050,2884,5730,835
2138,3159,5701,1022
2042,2876,5725,835
2116,3064,5761,949
2089,3014,5751,926
2071,2963,5711,893
1998,2704,5801,707
2041,2826,5804,786
2110,3118,5645,1009
2054,2898,5756,845
2067,2970,5681,904
2082,2951,5811,870
2038,2813,5833,776
2088,3009,5716,922
2048,2881,5767,834
2003,2729,5795,727
2034,2871,5692,838
2023,2753,5870,731
2029,2822,5748,794
2042,2896,5702,855
2025,2881,5666,857
2088,3003,5725,916
2048,2934,5652,887
1990,2716,5749,727
2054,2890,5772,837
2056,2926,5718,871
2083,2988,5743,906
2035,2878,5695,844
2052,2893,5743,842
2000,2752,5742,753
2090,2994,5772,905
2063,2901,5787,839
2054,2889,5767,836
2063,2923,5754,861
2093,3052,5679,960
2083,2972,5747,890
2004,2747,5769,744
2073,2972,5735,900
2075,2942,5782,868
2068,2931,5765,864
2046,2873,5782,828
2070,2934,5776,865
2022,2824,5725,803
2016,2802,5730,787
2000,2762,5720,763
2097,3035,5731,939
2058,2896,5768,839
2055,2884,5778,830
2025,2791,5820,767
2019,2809,5726,791
2013,2818,5683,806
2109,3103,5659,995
2081,2985,5749,905
2034,2816,5815,783
2027,2862,5682,836
2079,2971,5751,893
2025,2833,5728,809
2086,2984,5770,899
2084,2984,5744,901
2018,2798,5748,781
2023,2791,5791,769
2087,3003,5731,917
2021,2777,5825,757
2066,2944,5778,879
2043,2849,5774,807
2047,2897,5709,851
2042,2857,5791,816
2064,2899,5847,836
2073,2938,5767,866
2072,2934,5754,863
2030,2803,5795,774
2062,2882,5832,821
2034,2814,5825,781
2035,2823,5778,789
2097,3010,5787,914
2041,2881,5742,841
2063,2971,5680,909
2063,2917,5761,855
2063,2971,5708,909
1993,2744,5733,752
2063,2903,5798,841
2034,2813,5823,780
2050,2904,5754,855
2123,3079,5794,957
2129,3126,5730,998
2048,2840,5824,793
2032,2794,5835,763
2036,2888,5696,853
2061,2918,5756,858
2086,2955,5831,870
2123,3060,5802,938
2031,2803,5793,773
2065,2886,5840,822
2014,2795,5724,782
2051,2855,5844,805
2010,2805,5730,796
2049,2905,5701,857
2057,2874,5824,818
2023,2805,5782,783
2035,2868,5739,834
2037,2859,5750,823
2075,2954,5730,880
2044,2879,5720,836
2039,2837,5769,799
1999,2777,5685,779
2047,2875,5730,829
2017,2826,5704,810
2086,2963,5762,878
1997,2737,5759,741
2069,2953,5738,885
2022,2844,5696,823
2050,2895,5730,846
2043,2941,5630,899
1996,2697,5838,702
2012,2712,5859,701
2033,2834,5727,802
2042,2870,5738,829
2030,2856,5728,827
2047,2856,5801,810
2037,2881,5705,845
2064,2914,5787,851
2082,2953,5796,872
2053,2900,5763,848
2020,2797,5803,778
2053,2901,5743,849
2095,2974,5819,880
2093,3013,5745,921
2022,2741,5900,720
2047,2889,5724,843
2050,2927,5719,878
2049,2890,5741,842
2075,2984,5706,910
2018,2787,5772,770
2075,2930,5794,856
1993,2760,5664,768
2127,3105,5764,979
1996,2769,5682,774
2049,2905,5750,857
1978,2744,5693,767
2005,2764,5764,760
2001,2792,5692,792
2043,2935,5640,893
2065,2926,5783,862
2039,2815,5858,777
2029,2799,5821,771
2056,2911,5737,856
2046,2820,5845,775
2113,3078,5741,966
2060,2901,5783,842
1974,2686,5722,713
2023,2825,5740,803
2022,2806,5774,785
2037,2839,5768,803
2074,2985,5729,912
2005,2751,5768,747
2115,3047,5768,933
2054,2900,5775,847
2048,2835,5841,788
1981,2679,5801,699
2035,2822,5788,788
2072,2993,5695,922
2044,2809,5879,766
2084,2947,5844,864
2053,2921,5670,869
2041,2856,5779,816
2014,2811,5754,798
2081,3004,5657,924
2033,2854,5735,822
2048,2843,5796,796
2065,2915,5766,851
2003,2732,5777,730
2026,2753,5889,728
2041,2855,5740,815
2081,3013,5662,933
2082,2979,5736,898
2042,2900,5672,859
2051,2837,5855,787
2072,2934,5797,863
1998,2806,5644,809
2058,2915,5730,858
2083,2965,5784,883
2022,2818,5758,797
2066,2949,5738,884
2072,2955,5757,884
2017,2822,5741,806
2054,2877,5828,824
2018,2813,5710,796
2043,2902,5692,860
2046,2895,5695,850
2060,2917,5749,858
2056,2931,5690,876
2125,3116,5704,992
2028,2793,5799,766
2047,2840,5819,794
2088,2994,5742,907
2053,2943,5629,891
2024,2805,5805,782
2138,3103,5809,966
2069,2949,5736,881
2042,2912,5666,871
2059,2879,5829,821
2043,2873,5742,831
2047,2904,5719,858
2026,2794,5816,769
2095,3006,5734,912
2050,2879,5771,830
2039,2845,5765,807
2032,2820,5791,789
2000,2734,5785,735
2032,2818,5815,787
2060,2961,5682,902
2030,2846,5751,817
2040,2857,5753,818
2105,3077,5683,973
2024,2800,5818,777
2069,2925,5776,857
2042,2811,5858,770
2051,2925,5664,875
2095,3001,5796,907
2000,2726,5773,727
2056,2875,5826,820
2049,2857,5793,809
2056,2886,5785,831
2038,2880,5718,843
2021,2803,5761,783
1996,2760,5706,765
2006,2733,5809,728
2065,2937,5780,873
2052,2883,5779,832
2025,2785,5792,761
2051,2913,5708,863
2033,2867,5700,835
2049,2836,5847,788
2069,2960,5741,892
2029,2844,5757,816
2050,2942,5668,893
2039,2846,5776,808
2040,2833,5787,794
2043,2861,5744,819
2039,2884,5700,846
2061,2884,5826,824
2095,3004,5788,910
2039,2863,5779,825
2056,2884,5806,829
2075,2955,5790,881
2009,2770,5758,762
2089,3017,5734,929
2046,2894,5682,849
2064,2941,5714,878
2052,2838,5896,787
2030,2893,5646,864
2079,2987,5701,909
2064,2918,5752,855
2109,3079,5689,971
2028,2828,5753,801
2038,2870,5717,833
2031,2832,5795,802
2077,3007,5692,931
2094,3024,5755,931
2056,2914,5735,859
1983,2709,5720,727
2050,2888,5763,839
1998,2771,5717,774
2055,2934,5717,880
2000,2726,5803,727
2055,2906,5784,852
2047,2924,5664,878
2053,2887,5794,835
2051,2905,5749,855
2053,2889,5776,837
2054,2948,5665,895
2110,3074,5749,965
2048,2835,5845,788
2060,2937,5758,878
2077,2985,5738,909
1991,2690,5821,700
2036,2889,5688,854
2007,2760,5763,754
2080,2974,5760,895
2072,2964,5709,893
2059,2917,5740,859
2019,2825,5740,807
2046,2899,5719,854
2069,2904,5801,836
2013,2738,5839,726
2056,2901,5738,846
2068,2928,5776,861
2034,2824,5807,791
2008,2772,5775,765
2003,2768,5710,766
2040,2838,5799,799
2056,2891,5770,836
2031,2829,5739,799
2021,2802,5762,782
2092,3029,5734,938
2066,2954,5714,889
2074,2927,5826,854
2016,2754,5857,739
2053,2868,5796,816
2080,3026,5651,947
2035,2836,5781,802
1986,2715,5723,730
2080,3033,5638,954
2017,2833,5696,817
2098,3023,5759,926
2040,2821,5838,782
2043,2876,5760,834
2043,2826,5821,784
2024,2814,5755,791
2091,2999,5757,909
2088,2990,5756,903
2038,2833,5801,796
2041,2896,5684,856
2006,2804,5698,799
2073,2945,5802,873
2045,2881,5758,837
2061,2944,5708,884
2072,2926,5788,855
2033,2853,5730,821
2036,2824,5798,789
2081,3005,5692,925
1990,2707,5766,718
2053,2886,5806,834
2007,2741,5820,735
1977,2703,5721,727
2022,2809,5778,788
2030,2826,5756,797
2047,2874,5770,828
2130,3069,5826,940
2062,2903,5790,842
2080,2981,5746,902
2039,2821,5826,783
2011,2761,5796,751
2006,2755,5758,750
2104,3047,5760,944
2080,3003,5725,924
2033,2828,5786,796
2095,3060,5647,966
2085,2952,5795,868
1994,2702,5799,709
2039,2817,5805,779
2070,2993,5694,924
2028,2814,5788,787
2015,2775,5792,761
2069,2910,5829,842
2066,2947,5715,882
2085,3012,5681,928
2071,2995,5672,925
2096,3000,5787,905
2084,2940,5828,857
2098,3000,5785,903
2088,2950,5818,863
2068,2868,5891,801
2033,2826,5786,794
2017,2764,5808,748
2042,2837,5782,796
2059,2884,5830,826
2039,2819,5800,781
2082,3013,5692,932
1993,2745,5732,753
2082,2955,5783,874
2001,2728,5776,728
2058,2923,5766,866
2097,3015,5757,919
2021,2800,5758,780
2053,2861,5832,809
2066,2905,5780,840
2037,2901,5656,865
2104,3023,5782,920
2033,2818,5808,786
2053,2917,5726,865
2000,2804,5656,805
2027,2841,5730,815
2099,2979,5849,881
2052,2853,5797,802
2042,2906,5669,865
2065,2905,5802,841
2018,2762,5818,745
2039,2882,5710,844
2052,2906,5741,855
1974,2648,5788,675
2050,2862,5797,813
2015,2808,5742,794
2059,2922,5715,864
2052,2918,5694,867
2093,3036,5669,944
2081,3005,5695,925
2035,2843,5750,809
